Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 r_fail                   r_succ                   r_min                    r_max                    Reward                   Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
9600                     40.28360194934739        40812117                 483.03544459693103       547.5067717505024        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.7309823383856346       0.48987863750000005      0.05                     0.0053051368794998196    0.001098639651134267     0.01                     0.2433123874821161       2.5e-06                  0.21895559210526316      -0.1318195               0.47875527               
10000                    42.07335796773434        42567440                 488.7144155682343        549.3798001104524        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8991599364553833       0.4679371                0.05                     0.00467565813699935      0.0010528306397885132    0.01                     0.24558690896159724      2.5e-06                  0.19839638157894735      -0.18108109              0.43604073               
10400                    43.86006214247809        44322830                 456.1048521646157        549.0387017522479        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.7688900741929835       0.44598720000000003      0.05                     0.004120671557486324     0.0018571694500248046    0.01                     0.24171288684010506      2.5e-06                  0.17393092105263158      -0.0284966               0.33931974               
10800                    45.63688326504496        46074381                 499.94839342121907       546.7356589803877        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.7643864551973439       0.4241003375             0.05                     0.0036328782526425575    0.0006059935779041169    0.01                     0.23160159332971825      2.5e-06                  0.17578125               -0.019852418             0.39074862               
11200                    47.39141834013992        47803082                 499.6960393591871        548.7428290831625        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9076344848828878       0.402491575              0.05                     0.0032079599487724493    0.0014715371986599884    0.01                     0.22744167086325195      2.5e-06                  0.22615131578947367      -0.15842049              0.44992206               
11600                    49.15280404693551        49542264                 501.64548501987235       548.1123828832531        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9208343725188298       0.3807518                0.05                     0.002830606502495762     0.0009041446993299024    0.01                     0.2353984556700054       2.5e-06                  0.24383223684210528      -0.16868304              0.69136286               
12000                    50.94294932431645        51308300                 517.9043248725902        552.3183468100648        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8448919176654113       0.35867635               0.05                     0.0024928197395828627    0.0003910644374723473    0.01                     0.24002994851846443      2.5e-06                  0.18791118421052633      -0.016873576             0.3234765                
12400                    52.75941701471805        53105446                 509.4667167618606        549.3464266449862        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8553195905697679       0.336212025              0.05                     0.002190433447831562     0.0005603512204527903    0.01                     0.23740152210781448      2.5e-06                  0.2740542763157895       0.010800921              0.31783324               
12800                    54.52639731287956        54850187                 418.9711728422438        548.9212738501127        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.7976720794152035       0.3143952375             0.05                     0.0019319153525344638    0.0014812601192615046    0.01                     0.22527524456381798      2.5e-06                  0.2651909722222222       -0.09870593              0.32195857               
13200                    56.30521498521169        56608199                 518.1893923497125        549.2101308110455        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9339733103783456       0.29242761249999993      0.05                     0.0017024290885506394    0.0003483612601580956    0.01                     0.2302072816773465       2.5e-06                  0.3067434210526315       -0.075103626             0.30742025               
13600                    58.08393385006322        58365135                 524.840131111872         548.2772674435788        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8469944129597698       0.2704659125             0.05                     0.0015002539581587871    0.0003493780179843796    0.01                     0.23337720040428012      2.5e-06                  0.2456825657894737       -0.06658755              0.31585905               
14000                    59.86084175646305        60121072                 517.6474249008432        546.3050370904386        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8809786204457568       0.24851669999999998      0.05                     0.001322183551320577     0.0003220022785841904    0.01                     0.23084032300271484      2.5e-06                  0.2682976973684211       -0.120825954             0.25535846               
14400                    61.72768836147255        61964077                 456.37459924261594       548.6709457591277        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9208528028897783       0.2254716125             0.05                     0.0011579212690310766    0.0018975360924539724    0.01                     0.207629375366701        2.5e-06                  0.2608506944444444       -0.12560695              0.27131206               
14800                    63.52968461526765        63751913                 521.0286174904568        546.9052060202848        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9058882093717807       0.20313118750000003      0.05                     0.0010181879870072644    0.0002740238569937279    0.01                     0.22667471084155533      2.5e-06                  0.27364309210526316      -0.13658823              0.27520433               
15200                    65.37147531224622        65581524                 519.6110187125773        541.9790117937874        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8593613400613614       0.2                      0.05                     0.0010000000000000002    0.0002302947043637304    0.01                     0.21573006361722946      2.5e-06                  0.3170230263157895       -0.13153543              0.20468684               
15600                    67.22998561554485        67430561                 523.0490230878924        546.4834648394177        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8942327939528147       0.2                      0.05                     0.0010000000000000002    0.0003325093232553244    0.01                     0.20834188927945338      2.5e-06                  0.2691200657894737       -0.17062856              0.43323573               
16000                    69.06524238672522        69253478                 521.0043248098088        544.0788450475234        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8601644419740018       0.2                      0.05                     0.0010000000000000002    0.00023700315269754933   0.01                     0.21960649757008804      2.5e-06                  0.2635690789473684       -0.118448146             0.27034444               
16400                    70.91524097628064        71093387                 526.8103489320489        546.402056878529         0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8934709133957368       0.2                      0.05                     0.0010000000000000002    0.00023385016174870543   0.01                     0.23446876634108393      2.5e-06                  0.27261513157894735      -0.081243135             0.23262535               
16800                    72.690046372811          72856559                 527.5827142544562        544.9317281396254        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.7834166950504964       0.2                      0.05                     0.0010000000000000002    0.00019780068281474277   0.01                     0.21603276913887576      2.5e-06                  0.3550575657894737       -0.091486745             0.24821809               
17200                    74.47803134931458        74634708                 525.8861306275887        543.3016485295389        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9014878566369593       0.2                      0.05                     0.0010000000000000002    0.0002317871388329781    0.01                     0.2125931656674335       2.5e-06                  0.3071546052631579       -0.1511208               0.29503357               
17600                    76.22419388797547        76368008                 517.1007528298757        547.8173699619422        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9214836483510389       0.2                      0.05                     0.0010000000000000002    0.00028807927312874727   0.01                     0.22126913658882444      2.5e-06                  0.2921463815789474       -0.13430133              0.3204045                
18000                    77.97942894736926        78110411                 531.8329111964919        545.8216712913303        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.886154598991837        0.2                      0.05                     0.0010000000000000002    0.0001691187167843485    0.01                     0.23339317288053665      2.5e-06                  0.3238075657894737       -0.01950546              0.21366076               
18400                    79.75850331895882        79878511                 529.5575088028336        548.3980850445184        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8974242943420471       0.2                      0.05                     0.0010000000000000002    0.00021838131129027857   0.01                     0.22870909579490362      2.5e-06                  0.31887335526315785      -0.16266629              0.23765232               
18800                    81.52462317532964        81632480                 529.955834141844         546.7681369227071        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8934927498058552       0.2                      0.05                     0.0010000000000000002    0.00019268157666374464   0.01                     0.21794448498832553      2.5e-06                  0.3203125                -0.027113663             0.2322106                
19200                    83.33150276223819        83429078                 528.5390690113843        546.6604641692848        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8328369575023102       0.2                      0.05                     0.0010000000000000002    0.00025024568314716147   0.01                     0.22797960650764013      2.5e-06                  0.2987253289473684       -0.071618125             0.21775775               
19600                    85.09393674797482        85180019                 526.8699302657519        548.5717766503986        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9270312868704003       0.2                      0.05                     0.0010000000000000002    0.000309625346026702     0.01                     0.2164719394947353       2.5e-06                  0.3291529605263158       -0.06961525              0.23429984               
20000                    86.91849321709739        86994698                 529.5382075496397        547.5270919137527        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8311713702114929       0.2                      0.05                     0.0010000000000000002    0.00024292381854856533   0.01                     0.22052887611483274      2.5e-06                  0.270764802631579        -0.19184779              0.24634194               
20400                    88.68646145304044        88751620                 528.4459993097232        550.4044064218199        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9242150016050219       0.2                      0.05                     0.0010000000000000002    0.00018754904254149693   0.01                     0.22396990480391604      2.5e-06                  0.3061266447368421       -0.08711284              0.19494171               
20800                    90.46068179812696        90512924                 529.018416719151         546.0764853501232        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.78729648145201         0.2                      0.05                     0.0010000000000000002    0.0001950562437789478    0.01                     0.22605593129992485      2.5e-06                  0.2933799342105263       -0.007641938             0.16341461               
21200                    92.23601031899452        92276518                 530.806227859557         549.9930803021584        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9052594777867046       0.2                      0.05                     0.0010000000000000002    0.00022744268703957604   0.01                     0.21240966982747378      2.5e-06                  0.299547697368421        -0.11525267              0.23307477               
21600                    93.99348848866092        94021602                 531.8666464279996        549.3531310640597        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8272422592376436       0.2                      0.05                     0.0010000000000000002    0.0002801643437889748    0.01                     0.22214079589435928      2.5e-06                  0.27179276315789475      -0.05835668              0.20884594               
22000                    95.76067531638675        95777315                 520.7879589526311        545.8854607897961        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8091915066449165       0.2                      0.05                     0.0010000000000000002    0.0004155778397513419    0.01                     0.22096773433057887      2.5e-06                  0.29605263157894735      -0.11221268              0.23377696               
22400                    97.55626746979024        97561458                 529.9557850638096        543.9145900969759        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9359823527353357       0.2                      0.05                     0.0010000000000000002    0.0001648457008214839    0.01                     0.22229120370588806      2.5e-06                  0.30550986842105265      -0.046152797             0.17281987               
22800                    99.36661597225401        99362654                 427.56418183654466       546.8485116458545        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8593089133749182       0.2                      0.05                     0.0010000000000000002    0.001130006812167671     0.01                     0.21475593000650406      2.5e-06                  0.3283420138888889       -0.36455318              1.0435348                
23200                    101.14017602960269       101125446                529.6010373293158        549.7972935321934        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.904997402694651        0.2                      0.05                     0.0010000000000000002    0.00019940710540379913   0.01                     0.21959587539497175      2.5e-06                  0.28926809210526316      -0.06685752              0.21801066               
23600                    102.93908192442522       102913611                533.9374593098262        549.2947019672238        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8856868830655966       0.2                      0.05                     0.0010000000000000002    0.00015533699527287882   0.01                     0.23092624564704142      2.5e-06                  0.30489309210526316      -0.10375825              0.2523852                
24000                    104.67801505062315       104638983                533.8842346645333        549.1054792316381        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8761443220099194       0.2                      0.05                     0.0010000000000000002    0.00023434596177570422   0.01                     0.2194465092922512       2.5e-06                  0.29584703947368424      -0.026164126             0.23987617               
24400                    106.48612089044518       106438422                535.4812248970027        551.4348717267708        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8489904575911839       0.2                      0.05                     0.0010000000000000002    0.0003225362752824654    0.01                     0.20780408774551593      2.5e-06                  0.2779605263157895       -0.09097117              0.18421943               
24800                    108.26288341806995       108206481                468.25455691233805       548.1268413254343        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8915178086428353       0.2                      0.05                     0.0010000000000000002    0.0005741341131700514    0.01                     0.2121596944828828       2.5e-06                  0.25                     -0.25563446              0.6548537                
25200                    110.04575397107337       109980420                534.837308602073         550.4999761909595        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8977753958397957       0.2                      0.05                     0.0010000000000000002    0.00028202778594277333   0.01                     0.2115059177342214       2.5e-06                  0.3334703947368421       -0.09150823              0.2282533                
25600                    111.8652370450894        111793687                536.3056308715384        550.903690360672         0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9310416922662139       0.2                      0.05                     0.0010000000000000002    0.00015977895906728104   0.01                     0.21484132542421944      2.5e-06                  0.3332648026315789       -0.10990547              0.24775158               
26000                    113.67038634022077       113591931                531.5473509701199        548.5849588025975        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8832752237994878       0.2                      0.05                     0.0010000000000000002    0.00016986636594657812   0.01                     0.20848050890000241      2.5e-06                  0.3090049342105263       -0.04931193              0.20108837               
26400                    115.4410227923923        115352843                533.4152397904121        550.9538558273116        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8774567147085527       0.2                      0.05                     0.0010000000000000002    0.000217968470487425     0.01                     0.21120497800017657      2.5e-06                  0.2925575657894737       -0.108077146             0.23507468               
26800                    117.28846551378568       117196208                533.8703928726604        548.3993379469828        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8933973585900258       0.2                      0.05                     0.0010000000000000002    0.00033666544186417013   0.01                     0.2092257053836396       2.5e-06                  0.2855674342105263       -0.17816913              0.35531762               
27200                    119.05850183718735       118957133                537.4769582603149        551.2544210294857        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9534613940167006       0.2                      0.05                     0.0010000000000000002    0.0001260979989686013    0.01                     0.23389422089645737      2.5e-06                  0.34745065789473684      -0.050433513             0.19931598               
27600                    120.90221584286955       120797068                536.5843775818269        549.7844206934983        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8964942839349381       0.2                      0.05                     0.0010000000000000002    0.000122468792860194     0.01                     0.22815230351529625      2.5e-06                  0.2493832236842105       -0.066204935             0.18026043               
28000                    122.67645111209816       122561463                537.2579221001008        550.9108753814711        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9224914056557073       0.2                      0.05                     0.0010000000000000002    0.0001418225487884085    0.01                     0.21441561748322688      2.5e-06                  0.302014802631579        -0.059574027             0.197253                 
28400                    124.43951678872108       124315952                539.1344800709462        552.9078297080708        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9144092522669139       0.2                      0.05                     0.0010000000000000002    0.00013229532918270897   0.01                     0.220134029851148        2.5e-06                  0.24588815789473684      -0.05158936              0.19839808               
28800                    126.22132362041208       126091608                536.3432981450245        550.6865834265157        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8333077434375058       0.2                      0.05                     0.0010000000000000002    0.00022292399989964906   0.01                     0.22057841659376495      2.5e-06                  0.30777138157894735      -0.05827489              0.17949867               
29200                    128.02701828526125       127891942                536.2663691645037        554.1086863895632        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9507057239280128       0.2                      0.05                     0.0010000000000000002    0.0001268782866406438    0.01                     0.2337561998712389       2.5e-06                  0.32833059210526316      -0.04869539              0.13900061               
29600                    129.7800955961148        129634622                535.286086191883         554.5899024988288        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9020364932497841       0.2                      0.05                     0.0010000000000000002    0.0001744599786003451    0.01                     0.2291980544595342       2.5e-06                  0.309827302631579        -0.047829382             0.18979235               
30000                    131.51824809485012       131360675                531.5399848478849        550.1744387943218        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8590939086643117       0.2                      0.05                     0.0010000000000000002    0.00020499236655412362   0.01                     0.2374682785256913       2.5e-06                  0.2738486842105263       -0.081642546             0.16747448               
30400                    133.26262086510658       133092984                535.6814202819343        554.6872417481346        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9184982719650423       0.2                      0.05                     0.0010000000000000002    0.00016153049421662122   0.01                     0.22247859423882083      2.5e-06                  0.2705592105263158       -0.07020466              0.20726442               
30800                    135.05712046755684       134881438                536.910861711865         549.8346819884745        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8805235586866403       0.2                      0.05                     0.0010000000000000002    0.00029137348524512304   0.01                     0.20496554104121106      2.5e-06                  0.2783717105263158       -0.04210533              0.22477823               
31200                    136.83470449798637       136651558                536.5362767098898        551.6390905347766        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8448514606829627       0.2                      0.05                     0.0010000000000000002    0.0001767243277419383    0.01                     0.21637528389692307      2.5e-06                  0.29296875               -0.08934811              0.18448722               
31600                    138.63606780416436       138448582                479.27591747696493       553.0146418327226        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8822526190849574       0.2                      0.05                     0.0010000000000000002    0.0009728684301282758    0.01                     0.20894966626332864      2.5e-06                  0.27669270833333337      -0.2424608               0.83962065               
32000                    140.3967882612679        140199830                532.9450106402971        552.5376133561724        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8991139892042597       0.2                      0.05                     0.0010000000000000002    0.00031025260231169673   0.01                     0.21340529150084445      2.5e-06                  0.3316200657894737       -0.15401304              0.53375125               
32400                    142.2036404442787        141999720                537.9224076284537        552.7612560185082        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8496807458044137       0.2                      0.05                     0.0010000000000000002    0.00014398460102950735   0.01                     0.23046810611298207      2.5e-06                  0.2740542763157895       -0.1101742               0.2042582                
32800                    144.04909567760097       143841819                538.0429105282755        555.2825820423175        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8473854460083022       0.2                      0.05                     0.0010000000000000002    0.0001398757699701635    0.01                     0.2141318705521132       2.5e-06                  0.30304276315789475      -0.051627632             0.14432676               
33200                    145.8217306396034        145608008                532.713684111106         552.4956948735274        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.9138138959263732       0.2                      0.05                     0.0010000000000000002    0.0001994836155446185    0.01                     0.20710878015348785      2.5e-06                  0.305921052631579        -0.08813418              0.1678481                
33600                    147.5811401423481        147358474                540.1876316102025        551.8817662029359        0.28340957745133954      1.273349511140083        0                        0                        0.0                      1.0                      0.0                      1.0                      0.8566211781330503       0.2                      0.05                     0.0010000000000000002    0.0018304539570475325    0.01                     0.21028678776586757      2.5e-06                  0.22380514705882354      -0.113041006             0.22200105               
